Tweet,Label,char_length,word_count
sumpah sedih banget,Sad,19,3
jadi mood buka twitter bawa jadi sedih,Sad,38,7
ikut sedih,Sad,10,2
benerbener sedih pagi harus bahagiaa keluargasuami buat hancur jam pagi ginisalah keluar rumah pagihari,Sad,103,14
sedih mart ada piala musim,Sad,26,5
sedih doi ucap hhuhu,Sad,20,4
dari minggu lalu pantai and tempat dingin dingin kaya bukit tidak sampai,Sad,72,12
hahgue sedih banget,Sad,19,3
jadi rayyan positif guys tante lemah banget denger berita keponakan sakit sedih banget tidak bisa bantu tani anak bangun jadi kasih tau gatega,Sad,142,23
sedih bggt,Sad,10,2
allah turut sedih soal temen senin,Sad,34,6
terkadang situ rasa sedih,Sad,25,4
sorot mata sinar yang dulu lihat sedih,Sad,38,7
kalau tae nge post ulang foto diledekin seokjin get tae itu sedih banget buat kamu,Sad,82,15
guye lagi sedih banget kucing satu tinggal,Sad,42,7
kalau drop begini baru asa sepi hampa tidak,Sad,43,8
bangun jam tadi mimpi sedih barusan tidur menit mimpi malah lanjut another hari waking with heavy heart enak,Sad,108,18
huhu pirii kamu hebatt kerenn kerja bagus nyaa jaga sehat yaa pirii sedih banget gpunya akun twt luu,Sad,100,18
kaak terimakasih banyak yaampun denise sedih banget,Sad,51,7
tau dengernya sedih bgtt,Sad,24,4
ooh iya ituu kalau baca spoiler kaya sih iya sedih banget cuma yang beneran peduli sama ruby,Sad,92,17
mauu banget kakk awal nge stan bangtan beli album merch army bomb sedih bangett,Sad,79,14
pas mark live kemaren tanya live koreografi lagu mark tuh sedih masa kamu nyuruh mark nyanyi ngedance yang bener,Sad,112,19
bikin sesak dipendem kangen dipendem cemburu dipendem kecewa dipendem bahkan nang dipendemsampe sakit dada,Sad,106,14
sedih melulu,Sad,12,2
non txt sedih banget denise lanjut padahal nungguin banget jujur member baru kurang sreg tapi hate deh tetap dukung semangat denise rahasia nomor lantai,Sad,152,24
sepi sudah,Sad,10,2
sedih lihat kamu lebih bahagia orang,Sad,36,6
sedih euy dekade lalu fans emyu berani nyindir semua rival rival fans emyu sekarang cuma berani nyindir arsenal karena tau diri,Sad,127,21
pagi bikin sedih sama dennise,Sad,29,5
bulan nikah saja mau bilang apapuntp makin kesini bahasa nya benerbener buat enak stress sendiri berfikir mau kurus cepat tidak mungkinsemua butuh proses sehat sedih bangett,Sad,173,26
denise sedih,Sad,12,2
masih sedih difb base bisa kirim arghh beneran saya lebih pilih tidak-apa-apa keunfoll sendiri driada cari folls akun akun ram,Sad,126,20
sedih banget,Sad,12,2
anjrit lagi sedih baca malah jadi sedih,Sad,39,7
sedih pakai mati segala,Sad,23,4
mantap sedih kucing mati saya kerja hamba sistem nampaknya,Sad,58,9
ahaha sedih banget tau gakk mau kapan begini terus,Sad,50,9
adalah orang bodoh hal serah naruto uzumaki,Sad,43,7
kadang rasa sebel sama diri sendiri tuh lebih sifat kana sama too easy explode alias emosi ledak yah annoying,Sad,109,19
aura apa kalau kamu nang bikin kamu keluar emosi kamu rasain jangan lupa tetap senyum yaa besok apa nang banyak kalau emang bikin kamu lebih baik walaupun sedikit,Sad,162,28
sedih sih takut makin bodoh,Sad,27,5
bagaimana sadar betapa lucu kamu pernah bodoh orang bahkan pernah anggap sudah tertawa sama ngetawain juang siasia harap fiktif luka nyata,Sad,138,21
tau bodoh banget hal ingat bisa lupa ulang tahun bestie padahal jauh hari ingat pas hari lupa jangan ulang tahun mami saya sendiri bisa lupa pas hari cara sih buat jadi orang tidak lupa capek,Sad,191,35
gagal jaga emosi kata akhir,Sad,27,5
tadi beres tau kalau plastik digantungin kursi meja makan isi rambutan kecil tinggal sedikit kira kulit jadi buang maklum ada beres kalau tidak pas libur marah dong marah banget maap saya rabun,Sad,193,32
kalau saya ulang waktu tahun benci ada sekarang jebak antara situasi buat berfikir banyak buat tangis tiap hari bisa putar waktu,Sad,128,21
pernah kalian nyakitin diri sendiri biar marah hehe,Sad,51,8
kadang benci sama diri sendiri lemah banget sedikit sakit sedikit sakit bikin repot semua orang,Sad,95,15
bukan benci lebih tepat kecewa kemarin sih sekarang iya hari esok tidak tau biasa kecewa bawa kapan sih jadi silah bawa semua barangbarang ambil sisa sisa hadir yang sisa hanya kisah,Sad,182,31
adik ajak jogging pastu mimpi sudah jogging dia aci hahahahaha bodoh sekarang,Sad,77,12
tidak paham kondisi waktu kamu nyari buat bincangngobrol kaya biasa kaya apa bodoh nya malah ceng gabutkasian maaf banget tidak tau kamu bakal marah maaf banget beneran tidak maksud buat saya cuma becanda biasa,Sad,210,34
janji perbaikin diri kamu maaf yaa kalau buat jaga diri gabisaa benci diri sendiri,Sad,82,14
hehehekalau kasihan diri sendiri lemah kekurangankekurangan punya jujur benci saya benci lemah kekurangankekuranganku banyak halhal tidak laku hal itu doa saya moga jadi lebih baik,Sad,180,25
saya bodoh,Sad,10,2
cuy malah trigger pikir bikin sebel sama diri sendiri haha emang bom waktu cuma sebenernya tau bisa banget begitu cuma tiap mau lang hambat gemes saja begitu manusia bodoh bat apus dulu fix,Sad,189,33
emang ateis kan puja fol ges coba jelasin rinci ateis abal bagaimana kalau kamu emang pakar ateis kalau kamu tidak bisa jawab kamu bakal kata cewek bodoh tadi,Sad,158,28
lihat bye mama baru prison play book baru eps mau nang saking bawa emosi nya drama,Sad,82,16
mana struknya buang bodoh banget,Sad,32,5
awal sangat kesal lama lama malah kasihan,Sad,41,7
kalau ingat bodoh banget jadi cwe kadang ingin nang,Sad,51,9
lihat yakin sakit suatu kau ingat entah orang bodoh hasil kau tipu bagai orang baik kau sia sia kan,Sad,99,19
capek ihh marah bingung sama siapa,Sad,34,6
banget kalau slr cuma balas ada marah ato bete wajar sih saya rasa salah,Sad,72,14
maaf gais bodoh,Sad,15,3
masa pagi nang benci banget sma hati lemah,Sad,42,8
terlalu keposeharusnya tidak tau jadi tau mau bagaimana pas tau rasa benci banget sama tapi satu sisi kasihan bagaimana tidak tau jadi hanya rasa kasihan,Sad,153,25
lihat yakin sakit suatu kau ingat entah orang bodoh hasil engkau tipu bagai orang baik kau sia,Sad,94,17
bagaimana rasa hidup gairah tinggal orang gkd rasa saya gantung ekonomi sama meski pas orang saya suka rupiah bokek terus bodoh penghianat ntah rasa saya masih apa saya tidak harap ketemu lebih tarik tidak mungkin,Sad,213,35
sumpah kalau ingat kok bodoh cuma muah sekian detik sekarang menyesli karena mantan makin cakep anj,Sad,99,16
nama lanjur sayang ribet loh mau cuek bisa mau marah bisa bisa cuma diem diemdiem bikin sesak diemdiem nang,Sad,107,19
paksa erti asa emosi rumah tidak balik this its not fair,Sad,56,11
saya bodoh banget,Sad,17,3
ngerti sama atur kerumun kena sanksi cuma denda yang kena yang plus penjara bulanah sudah capek sama yang begini maaf yang bodoh dungu,Sad,134,23
matimatian usaha sayang sama diri sendiri malah buat benci sama diri sendiri kata orang,Sad,87,14
tau pagipagi begini yang mau baca keluh pagi keluh jujur capek banget hari akhir rumah kacau banget mama saya tiba marah ngambek jelas saya sama papa tidak mau masak rumah pisah kamar lain cont,Sad,193,34
nang pass prilly marah mama papa luap semua nang yang hidup prilly semua related,Sad,80,14
beberapa patut ikan tidak saya kadang terlalu bodoh beri apa punya orang yang bahkan kita tidak tahu dia tetap pergi,Sad,116,20
kaya gusti allah marah sama,Sad,27,5
fase begini tibatiba mood melownangispengen marah tidak bisagrutuntr pura pura biasa ajantr akhir ngomong terus capek baru biasa,Sad,128,18
satu yang benci lambat sayang orang,Sad,35,6
tani adekku main genshin nyeritain soal gamenya panjang lebar pakai bahasa inggris saya cuma ohh hahah iya erti soal anjir asa bodoh level akhir,Sad,144,24
benci nang sama teman,Sad,21,4
jangan marah pada lagi peduli marah diri sendiri ketika dia peduli kamu pernah harga,Sad,84,14
ayam mahal minyak masak mahal bahan mentah mahal nak naik harga banyak kang customer marah serba salah buat tahu bila nak terus tahan tidak niaga rasa macam,Sad,156,27
lihat yakin sakit suatu kau ingat entah orang bodoh hasil kau tipuatau orang baik kau sia sia kan,Sad,97,18
terlalu sayang kamu terlalu bodoh paham semua main,Sad,50,8
anjing nih eps sedih banget bangsat nang hidung mampet,Sad,54,9
part kala tantrum emang asa banget emosi nya situ sudh mulai mau nang,Sad,69,13
micellar water malah mau buat bersihin kutek tolol banget berfikir kamu otak kecil,Sad,82,13
luka pling berat bikin trauma bangetbenci banget seperti udhudh lanjur terjdi putar waktu mending kenal dari awaltp semua sudah terjdi yah,Sad,138,21
sedih tidak apa masih abar fans jadi tidak khawatir banget tinggal hilang,Sad,73,12
mana banyak adkel alias malu banget,Sad,35,6
kemarin takut serok sekali hari berturutturum hijau terus sedih,Sad,63,9
habis nge chat lohh habis nge chat yaa jadi dekat dekat beberapa kali tuh beri cokelat sama susu strawberry kalau salah terus sama dia sekolah pernah nyapa kadang eye kontak soal dua malu begitu kan sedih sih,Sad,208,37
kok rasa fase maj apa malu sekarang,Sad,35,7
pada akhir kamu jadi bingung sama asa kamu sama pola pikir kamu terlalu takut maju menung diam overthinking tiap malam masuk dunia virtual jadi nyaman aman tentram mau keluar mau tetap sana sama orangorang bisa ngertiin kamu,Sad,224,37
baik tanggung jawab perhati ganti sosok papahdia erti orang tua sayang anggap seperti anak tidak biar sedih selalu khawatir kalau kenapa and sekarang lost him forever,Sad,166,26
tetangga muslim tinggal meski laku sering jadi omong tabur doa wagtp tetangga non muslim jarang berkonflikhanya ucap turut duka terucapapakah takut tidak mau mendoakanpadahal allah baik baik kam dosa astaghfirullah,Sad,214,30
hahaha iya nih malu malah bawa jeans,Sad,36,7
malu sama sendiri sih kykny lebih santuy fandom police tidak sampai sedihhh,Sad,75,12
mager membacamalu sendiri,Sad,25,3
pernah resign putus bisnis resign tetap bangun pagi pakai kemeja terus nongkrong kerja cafe sore tetap lihat kerja semua laku ibu bapak saya tidak khawatir ada saya cukup sedih,Sad,176,29
tuh emang suka gimik suka canda kalau lagi serius tolong ikutin serius lah pulsa baca situasi masa suka canda kamu jadi suka hidung suka ujung rambut ujung kaki semua saya suka malu mau sedih,Sad,191,34
ada aneh kok satu emot lope lope masa lalu usah takut embat cowok saya tetap setia crushin kamu meski luka lihat kamu bahagia,Sad,125,23
somehow ragu kalau bilang cari talent pada dasar lihat dua visual sama talent wajar sih nama showbiz indonesia begitu bagaimana korea cukup sedih,Sad,145,23
pernah saya sekolah pakai kutek pink mana datang telat wkwkw ampun malu banget telat mana jelas ngelanggar atur sekolah sudah paksa hapus,Sad,137,22
memang tida tau malu manusia satu mau marah tidak,Sad,49,9
nomor jangan begini malu bbt sama masa lalu sedih soal kalau diinget,Sad,68,12
terus pas isi air sengaja tumpah kena kabel reflek teriak biar cepat ambil kabel biar nda makin banyak kena air kenapa yang kena marah padahal reflek teriak kaget,Sad,162,28
tidak-apa-apa mbak kaget padahal juga bain mbak nya sedikit kecewa,Sad,66,10
bahkan itu palsu terimakasih buat rasa penting,Sad,46,7
tidak kalau bimbing tidak usah gabung sama ayah kan jadi jiper malu banget kalau ngang ngong ngang ngong lihat bego,Sad,115,20
biasa telat masuk semprot sama guru jadi malu,Sad,45,8
sama banget malas beri tau kalau cewek kadang drivernya suka kaget loh cewek kak kira cowok sedih,Sad,97,17
ayah alam kubur kaya malu anak jadi wibu begini,Sad,47,9
mau nang yedam sunu did bener nyangka sama sekali dapet hasil gin memang uas kemarin hopeless banget takut sesuai harap bikin orangtua kecewa,Sad,141,23
tau malu hih,Sad,12,3
kadang dengan satu senyum palsu bisa sembunyi banyak rasa sakit,Sad,63,10
tkde bgi apa apa janji manis harap palsu itu masih simpan,Sad,57,11
dewasa sendiri mana ada bisa ajak tani soal akhir sekarang kalau mau minta temenin enak takut ganggu akhir sendiri sad life,Sad,123,21
kangen dunia bxg sudah semangat layarin kapal huftfft,Sad,53,8
sayang kanra belum puas,Sad,23,4
kapal beneran karamm bahagia selalu kalian jalan masing sayonara,Sad,64,9
enak banget bangun bangun badan panass,Sad,38,6
apa ada besok ayoo tetap serah jangan semangat,Sad,46,8
iya tidak enak badan sering nunggu teteh buat ngerokin maklum remaja jompo,Sad,74,12
enak enak kangen kerja masih suruh istirahat sama ayah,Sad,54,9
rajin kerja kalau punya semangat kerja tinggi mah apa,Sad,53,9
enak rasa,Sad,9,2
ovomaltine enak sih duh sesal banget,Sad,36,6
ihh padahal enak beras merahh malah ganti syeddih,Sad,49,8
pagi semangat belum sun ayang,Sad,29,5
senyum selalu arti orang bahagia kadang orang senyum karena ingin jelas hati,Sad,76,12
sueer deh kangen tidak enak enak kangenin perhatiin manja bahagiain sedih sepi tunggu doi,Sad,89,14
aqil kurang enak badan kemarin siang pilek kasihan malam susah tidur mampet,Sad,75,12
cewek mau ngecewain cowok dia tau kalau dikecewain orang sayang rasa tidak enak sakit banget,Sad,92,15
nyata ngekos sendiri enak saya bayang mending temen kamar jadi enak temen ngobrol,Sad,81,13
kamu jahat nikmat bingungggg,Sad,28,4
enak banget pjj ptm,Sad,19,4
terus makan dibawain minum dibilangin pakai yang biar enak inti terus ngomong henti sudah nahan nang rasa salah jutekin,Sad,119,19
pagi buta sarap nasichiki boncabe hmm perut mulai tidak enak,Sad,60,10
harus tadi beli lupa nama banyakin soalnha enak,Sad,47,8
budaya keluh jangan semangat,Sad,28,4
baru bangun tidur semalem tidur cepat enak badan batuk pilek tau bangun denger den bikin umum kontrak habis makin tambah sakit vine diem sekarang tidak keluar umum kah agens anehsemoga baik,Sad,189,31
tinggal dia yang lebih dulu bahagia,Sad,35,6
memang kurang segala tidak kasih sayang cukup buat bahagia walaupun sepenuh meski kau selalu rasa diri pernah cukup,Sad,115,18
enak mau ngapangapain,Sad,21,3
tiba tidur bangun terus tiba enak pikir tiba nang tidak tau sebab yok kompromi yok,Sad,82,15
posisi sendiri emang enak kalau rasa sendiri enak banget kalian juga,Sad,68,11
saya tidak enak badan pas weekend,Sad,33,6
enak yang punya kapel hfft chrissy kapan coba punya kapel,Sad,57,10
mungkin hidup bakal bahagia kalau asa orang sayang,Sad,50,8
baru kali keluar rumah beberapa hari gegara tidak enak badan hari belum nganggur,Sad,80,13
enak bgtt,Sad,9,2
tidak semangat hidup,Sad,20,3
enak rasa,Sad,9,2
tau nih padahal mah enak lain block duluan tuh,Sad,46,9
semangat idup,Sad,13,2
hari tidak semangat gara gara ucapin selamat pagi sama ayang,Sad,60,10
pagi pagi dapat kabar dari temen sedihh bahagia banyk sedih sihh,Sad,64,11
both sudah kau puas bahagia,Sad,27,5
selamat pagi sakit apa kak juga kurang enak badan nih,Sad,53,10
recovery tetap enak,Sad,19,3
semangat saya sedih soal tetap konsisten,Sad,40,6
kapan sih semangat ceriaa pas berangkat kerja,Sad,45,7
yah serius masuk mengsedih samasama hydra semangat,Sad,50,7
enak badan hasil overthinking,Sad,29,4
enak badan,Sad,10,2
enak body,Sad,9,2
allah mau nyerah harus semangat,Sad,31,5
mriyang kudu tetap kerja bisa bahagia duit miris sedih,Sad,54,9
enak banget hanya lihat,Sad,23,4
semangat tidak semangatin ayang,Sad,31,4
dulu sekolah emang banyak banget suka sama sih tambah juga tidak cantik,Sad,71,12
padahal suka banget supergirl dihilangin channelnya adohhh sad banget,Sad,69,9
pusing banget suka sedih jadi tidak sampai,Sad,42,7
ketemu cowok pekanbaru ingat banget semua sama dia walaupun pernah jadi sayang dulu sekarang sih yang better dengan jadi saya bilang anak perempuan one hari jangan mau bilang suka terus kamu ambil hati kalau diofficialin,Sad,220,35
biasa suka maksa tuh sales asuransi mana ngomongnya cepat banget bisa potong,Sad,76,12
revisi proposal kira krevisi perintah nambahin jelas variabel hasil teliti tiap variabel hilang hari datang nuduh nipu padahal cust lain suka kasih bonus page kurang harga,Sad,171,26
jujur suka heran gilir yang punya masalah jarang banget leluasa cerita orang padahal dengerin curhatan orang adaa kali tiap hari,Sad,128,20
luka banyak banget sini kalau tiba ingat suka nang asa sakit,Sad,60,11
kalau mimpi ngomongnya pakai ing lain indonesia pas bangun suka capek banget kepala pusing apa banget,Sad,101,16
baru jadi myday akhir kalau awal sedih banget pernah lihat satu frame agak sesal sih baru jadi myday waktu padahal belum emang suka banget sama lagu hari,Sad,153,27
sekarang tanya tanya orang suka banget buat sampah halaman rumah yaa sedih bersihin terus,Sad,89,14
sama cowok kembar kayak satu suka sama terus kos nya belah dia baikk banget terus entah mereka kembar tiba tiba ngejauh bahkan pindah kos jadi sepi dan,Sad,151,27
cuma kagum suka pada diam bener cinta untuk milik yang mustahil,Sad,63,11
pacar suka hilang ilangan kabar kadang ngilangnya hari nah sekarang juga hilang sudah hari kalau minta putus lebih jujur saya sudah capek banget saya sayang,Sad,156,25
ngebias jaman sma mulai suka sama band soloist sekarang aktor baru sadar abisin duit banget sudah kaya mungkin sekarang kalau perosok dulu,Sad,138,22
baru sadar muka pas nikah ada beres paksa banget senyum photographernya bilang biasa penganten mah suka banget foto kalau mah susah banget foto,Sad,143,23
alay but pkn segak suka saya sama pkn betul kasih tugas banyak banget,Sad,69,13
dulu suka banget sama wenda wkwk pas hempas untung jeketri sedih,Sad,64,11
cinta memang rumit uras energi jiwa raga hati hidup,Sad,51,9
nyata beda anggap sekadar suka sama tempat cerita bayang bagaimana poteknya dewangga waktu tanya april kamu beneran cuma anggap atas betul suka sama kamu bukan lakilaki mungkin kasih kamu shoulder cry sharing partner instead,Sad,224,34
req telat banget kalau mau tanya ato rep sama tag soal suka telat kalau,Sad,71,14
suka mah banyak saya pungkiri nah sayang cinta ada bwankk wkwkw,Sad,63,11
dulu tiap kasih berkas talak suka heran harus pisah padahal muda bahkan anak ada mental istri suami mereka sendiri yang tau pasti sudah yang baik buat dua pihak,Sad,160,28
sedih banget dahh kucing ada tuh selalu lepas kecil selalu ingat pulang mereka emang suka main terlalu jauh rumah,Sad,113,19
mau cerita ayah sender tuh bukan tipe orang suka marah suka ngomong kasar sender cuma tadi sender mau ikut pergi keluar sender bilang bodoh sama ayah sender rasa sakit banget kaget hehe sender nahan buat nang depan ayah,Sad,219,38
habis vaksin dosis rasa badan suka gampang banget capek,Sad,55,9
ada soal kurang suka yaa suka sihh yaa banget banget,Sad,52,10
single tiap suka sama orang saja suka dia alias cinta bertepuq belah tangan,Sad,75,13
kalau habis mandi terus kaca kadang suka mikirr gila sih muka mirip alien banget,Sad,80,14
iyaa kalau sakit banget yang susah makan suka minta suapin mama terus kalau tidur tani papa,Sad,91,16
ngilu nyebar seluruh badan bikin kamu jadi sek napas jadi suka lupa buat napas saking mending tahan napas pokok sakit banget kuaat saya keukeuh mau obat malash wkwkkwkw jadi saya diemin ajaa,Sad,190,32
know this will end with and feel the story trying pin antagonist but really anjir siapa suka kalau kamu sayang sama orang orang sebut ngomongin mantan mulu sih,Sad,159,28
dulu suka ghosting sibuk fds sama ajar soal kelas pelor banget alias jam tidur jam tidur dulu berantak jadi cepat tidur anak sabaar anjir apa kena karma saya gagal move banget sama sabar,Sad,186,33
loh sering banget beginisampe tementemenku suka sumpah serapahin asli lupa bangetkayak asa ngebaleseh tau balesnya dalem hati ada bulan kemudian batu balesitupun ngehnya gara scroll chatkalo scroll tahun,Sad,203,28
suka jeruk nggapapa deh siksa banget sariawan,Sad,45,7
enak banget ingat rant lama kalau emang bukan manusia baik serah lah rasa kalian nyaman kalian dengerin apa bahkan oceh nyata kalian malah tidak suka sama serah sih saya masih bahagia sendiri,Sad,191,32
pernah suka pernah sayang tidak jadi,Sad,36,6
bener banget temen ada bilangin kalau suka sama dia bilang kan beda agama mending jangan suka sama yaallah bikin sesak bangett,Sad,126,21
suka nang sendiri kalau ketemu orang orang baik banget saya padahal saling kenal awal yaa allah jadi rasa salah pernah berfikir hal negatif kurang syukur banget,Sad,160,26
pikir salah makan apa sendiri kadang suka bandel kalau urus makan jadi saya pikir maag biasa pas periksa kata lambung infeksi mana obat banyak banget hiks terimakasih banyak kamu sehat teruss,Sad,191,31
belum jadi sekolah ilmu komunikasi politik sudah banyak banget tidak suka hinaa banget kaya,Sad,91,14
mungkin salah bang terlalu manja kan salah iya sih lama kok cam manfaat lha kok diam nama sayang kok keluh sikap pura suka sumpah bela diri awak suka takut karma apa sadar bang ntahla cuma yang tau,Sad,197,37
dulu suka banget bahkan sering diem rumah rasa adem begitu ajak cerita ngerti sama ada sekarang sedih banget tidak ada temen cerita,Sad,131,22
kalau adalah orang lumayan suka jadi jadi kalau nyaman kalau cuma anggep temen kadang bisa jadi temen ada nge block padahal yang suka bukan saya tapi ngamok juga pernah ngobrol saya kan bingung,Sad,193,33
gila suka banget trigger banget anjir sama abusive sama hewan huhu hati mati apa bagaimana sih,Sad,94,16
rindu sekali ipe rindu tempat menang orang saya jadi alas suka buah naga foto ambil kita juang ugm lepas penat ajar pasar kangen yogyakarta,Sad,139,24
dulu suka banget pasar dijajanin dawet cenil pecel jamu banyak jajan pasar kangenn banget kangeeeenn sekarang gapunya mbah putri swargi langgeng mbah,Sad,149,22
sempet kamu lulus kelas iyaa coba banget buat paksa suka sama orang akhir jadi disakitin itu lupa sama kamu jujur fokus sudah mantan ini yaa sudah sayang wkwk jadi saya galauin orang lumayan lama lah,Sad,199,35
suka karena hubung perlu tau baik buruk mau apa semua bisa diceritain saya tidak suka kalau masalah banyak ikut campur mungkin sekal saja kalau mentok banget butuh solusi sudut pandang orang,Sad,190,31
emang suka edit foto ajasih pas rasa oke bagus nih lalu buka pinterest dyarr ciut langsung insekyur kerak bumi ngeras edit mau jadi igs tidak pantas banget,Sad,155,27
sedikit sesal tidak awal suka padahal sudah tau thun mereka booming banget belum tarik untk suka suka exo pun gara-gara teman krena baru suka exo dia selalu nunjukin tentang exo jadi saya cari tau juga,Sad,201,35
terkadang suka sepi beda sepi rasa hilang loh asa asing banget,Sad,62,11
satu satu suka kamu sayang kamu tiga tiga cinta kamu satu dua tiga kamu kena modus,Sad,82,16
bener sering banget berfikir kaya begini terus kalau lihat muka emak pas tidur langsung banjir banget kaya capek mah suka tiba nang lihat mamah diem sampai bilang senyum mamah ada semua baik baik tiap kalau mau nyerah,Sad,217,37
suka banget tidak pernah nyantol,Sad,32,5
suka kepipinan muda isi orang muda sayang join,Sad,46,8
rasa sih orang dekat banget sama sekarang satu per satu jauh banget sama sekarang jadi rasa asing kadang diemdiem suka lari kalau ketemu orang apalagi kalau sengaja ketemu luar jadi canggung banget buat nyapa duluan,Sad,215,35
relate banget suka dikatain sombong,Sad,35,5
suka sedih sama orang benci sama diri nya sendiri kaya mohon banget saat luar sana orang orang jahat tidak suka sama diri mohon lah cuma satu orang bisa cinta sayang sama yaitu diri sendiri yakin cinta diri sendiri,Sad,214,38
pernah tolak orang padahal suka banget sama alhasil gamon tahun lalu,Sad,68,11
lebih nyaman sendiri sebenernya tidak nyusahin orang cuma kadang suka berfikir masa sama sendiri terus emang tidak worth tes tes nang,Sad,133,21
ganggu banget bikin risih resign jadi padahal suka kerja,Sad,56,9
suka pendam saya banget,Sad,23,4
kurang suka kadang wkwk kalau cerita arti bingung banget mending omongin langsung pacar cari solusi sama sama kadang kalau antem tuh kalau bagai pacar bisa maafin ngebucin tetapi kalau cerita temen tentu bisa,Sad,208,33
sayang bakal satu batas suka batas teman dekat sudah lebih cukup insya allah,Sad,76,13
kadang kalau deep talk sama ayah suka mau nang apalagi kalau soal didik ayah ingin banget kalau kuliah emang kakak tidak kuliah bukan biaya kakak tidak kuliah sudah enak kerja jadi malas kuliah,Sad,193,33
kadang cewek suka pasang topeng sok tegar sok fine sok its gonna okay padahal hati bikin sesak banget,Sad,101,18
baru sadar nyata senyesek suka sama orang sudah punya pacar nyalahin diri sendiri dulu terlalu takut padahal sudah kasih kode sering chat random sering nempel sama mulu saya terlalu takut mulai baru tadi lihat repost story pacar like harus saya,Sad,244,40
kasihan banget kamu ketemu cowok saya giniudah gantengsuka curigasama cemburu ahaha,Sad,83,11
kadang diri suka paham sama asa diri sendiri tau mana beneran sayang mana cuma dar pura semua orang anggap sama beneran tulus buat temenan sama semua orang pilih allah tidak pilih masa diri manusia biasa pilih sering kecewa,Sad,223,38
padahal tinggal bilang maaf sudah cukup bikin buat biasa kok,Sad,60,10
sedih banget denger kabar kalau denise keluar rahasia nomor,Sad,59,9
allah baru bangun denger kabar denise,Sad,37,6
bnyak khawatir anak lhir ckup bulan sudah alami beberapa riwayat medis alhamdulillah saat semua jalan normal kadang orang tua lemah ada orang lemah tanya kira tidak hal apa,Sad,172,28
komenannya jauh kata normal sakit hati baca,Sad,43,7
iya milih jalan tau salah tidak tau bener bagaimana cara rumah tangga baik baik cuma memang mbak lama hubung baik bahagiaa ribut kecil tetapi kena pukul pala bocor sih sudah biasa itu kecil buat,Sad,194,34
aluar biasa banget kadang suka iri sama anak ipa dulu bisa ambis kompak sama anak kelas malah kelompok mulu kalau apaapa jadi malas,Sad,131,23
papa nya kabar sih lapar belum suruh makan sama ayang,Sad,53,10
biasa nya pang nunggu bulan depan nya buat beli miris skincare agak mahal,Sad,73,13
adaa barusan banget jatohin pot bunga ayah dimarahin cmn duduk santai dekat pot bunga ntu,Sad,89,15
rela tunggu meski kamu beri kabar bahkan sadar saya kamu tinggal kan,Sad,68,12
pagi denger kabar kawan main kieu sekali pindah rumah luar kota ikut suami kawan sedikit segala beda domisili,Sad,109,18
pagi pagi kabar baru rasa nang positif thinking benar sungguh bisa,Sad,66,11
bagaimana kalau tidak baikbaik,Sad,30,4
gmnasi rasa temen kelas acak tbh biasa sebenernya soal pas smp begini cuma lebih semangat hari hari biasa lebih banyak keluh sendiri pendem semua sendiri bingung sih kadang tbtb rasa sedih bawa pen nang,Sad,202,34
basah hujan engkau resah lalu bagaimana mungkin kau bilang basuh hati lesu,Sad,74,12
hilang saja,Sad,11,2
rek cewek umur tahun umur gin dipukulin sama bapak sendiri karena masalah sepele misal salah pakai panci buat masak mie dari kecil biasa pukul ibu malah ancam kalau lapor siapa saja bagaimana saya sudah serah hidup,Sad,214,36
sangat bodoh tahu saya jatuh cinta dengan luka saya tahu itu siasia,Sad,67,12
iya saja airmata saja milir duka,Sad,32,6
akuyang selalu mudah pikir pikir kalau keluarga lamalama muak bantu keluarga terus padahal lihat ikhlasikhlas rasa salah umur tuju dewasa tidak bantu uang keluarga saya jadi rasa lemah useless,Sad,192,29
februari sih pagipagi ada kabar sedih,Sad,37,6
ingin mengenggam tangan peluk diri erat apa akan wujud kamu bahkan muak dengan,Sad,78,13
pagi isi semesta sujud zat acap lupa kau sebut sombong balut pagi angin bisik lirih malaikat rahmat kirim kasih buta mata hati saja sedih jiwa letih raga rapuh rambut yang mulai mutih,Sad,183,32
meski engkau pergi meski engkau tinggal meski engkau hilang engkau ttp bagi samping biasa maaf ini cmn doa moga engkau baik dmnpun brda lama engkau ttp ada hati tidak milik,Sad,172,30
biasa kalah sakit,Sad,17,3
apakabar baikbaik sedang baik fikiranku sedang tidak tentu,Sad,58,8
this user sedang tidakbaikbaik sedang stress,Sad,44,6
mau pulang indonesia yuk cek dulu atur baru soal impor barang pindah,Neutral,68,12
smt program indonesia hadir sempat emas buat kamu mahasiswa indonesia ingin ajar langsung pakar korea punya impi korea gratis biaya,Joy,131,20
erti nya sama sih,Neutral,17,4
yup kalau lemah malas jangan suka ngajak laku seluruh kalau kamu buruk jangan ngajak malas bersih malas ajar mau baik adab masyrakat lain jangan ngajak orang jangan jalan kaki ngajak untuk tidak baca kaburajadulu lain,Anger,217,35
sebut fenomena brain drain makin banyak relate pulsa kamu nganggur convert rate tinggi admin jam standby jadi bekal buat kamu juga,Neutral,130,21
wah kata hero kau kok kabur begono alm yahya sinwar hadap puluh pasu titik darah habis kabur kok yunani harus kabur tuh indonesia sambut sama pasu zionis pesek,Anger,159,28
buru dollar had hartono reihan tahun sarjana ekonomi universitas negeri nama ipk nyaris sempurna baca lengkap aplikasi kbm app klik taut bawah,Neutral,142,22
